StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,USE_CMS,USE_CMSOQ,USE_CMSGB,USE_CMSAS,USE_GAIT,USE_LRS,USE_LDL,USE_LSG,USE_LC,USE_LEC,USE_ILL,USE_LDB,USE_FPC,USE_GSSL,USE_BL,USE_BTE,IMP_CMS,IMP_CMSOQ,IMP_CMSGB,IMP_CMSAS,IMP_GAIT,IMP_SGAIT,IMP_LRS,IMP_LIAC,IMP_LDL,IMP_LSG,IMP_LC,IMP_LEC,IMP_ILL,IMP_LDB,IMP_FPC,IMP_CFCPS,IMP_CLS,IMP_GSSL,IMP_BL,IMP_BTE,IMP_AWAC,IMP_PWAC,IMP_OLS,DS_CMS,DS_CMSOQ,DS_CMSGB,DS_CMSAS,DS_GAIT,DS_SGAIT,DS_LRS,DS_LIAC,DS_LDL,DS_LSG,DS_LC,DS_LEC,DS_ILL,DS_LDB,DS_FPC,DS_CFCPS,DS_GSSL,DS_BL,DS_BTE,DS_AWAC,DS_PWAC,DS_OLS,AAG_TUC,EITS,ELS,INF_ATS,INF_AAT,INF_ATRW,INF_GAIT,AP_GAIT,SKL_CMS,SKL_GAIT,LRN_CMS,LRN_GAIT,LRN_OOO,LRN_WTS,LRN_PGL,LRN_SDD,LRN_SDOT,LRN_TE,YEAR,ADIV,AGE,NOTFGEN,COMMENT
3/12/2024 12:01,3/12/2024 12:06,0,100,335,1,3/12/2024 12:06,email,EN,5,3,5,-99,3,3,3,1,3,1,2,3,1,5,1,1,4,2,4,4,2,2,3,2,2,2,2,2,3,4,1,1,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,1,1,4,3,-99,-99,2,1,1,2,3,5,3,1,3,2,2,2,3,3,2,2026,100800,20,0,-99
3/7/2024 8:51,3/12/2024 12:08,0,100,440231,1,3/12/2024 12:08,email,EN,5,2,4,5,2,2,1,1,1,1,1,1,1,2,1,1,4,2,3,4,2,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,4,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,4,3,4,4,-99,-99,1,1,1,2,9,3,3,2,4,3,4,2,1,1,1,2027,40200,20,1,-99
3/12/2024 12:01,3/12/2024 12:09,0,100,499,1,3/12/2024 12:09,email,EN,5,3,2,5,1,2,2,2,3,4,2,5,2,3,2,3,4,3,1,3,1,1,3,2,1,2,3,4,2,4,2,1,1,4,4,4,4,4,3,3,4,1,4,1,1,3,3,2,2,3,4,4,4,2,2,4,3,3,3,1,4,4,I believe the campus’s continued focus on apple products for integration with wireless service is a huge disservice to those of us who utilize other brands. By far my biggest complaint is the difficulty that exists at times utilizing the internet.,"Honestly the library does really well, unfortunately the school’s courses demand a schedule that makes utilizing physical books difficult at best. I want to use library resources more fully but cannot due to assignment deadlines and the like.",3,2,1,4,9,4,3,1,2,1,2,3,3,3,4,2025,50300,21,1,-99
3/12/2024 12:06,3/12/2024 12:12,0,100,355,1,3/12/2024 12:12,email,EN,5,2,1,4,3,4,5,4,4,4,1,4,1,1,1,1,4,4,3,4,2,2,4,4,4,4,4,4,3,4,2,2,1,2,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,2,4,-99,-99,-99,-99,-99,4,4,4,4,"I think our technological information services are really strong.  Maybe providing greater school access to research databases? I.e, giving a school subscription to other databases like the school does for JSTOR.","I know this is largely out of everyone's control, but when I was writing my thesis, I found that the books I requested via inter library loan came way too slow, and I was not able to use them in my research. ",3,4,2,4,3,5,4,2,2,2,3,3,3,3,1,2024,30100,22,1,No!
3/12/2024 12:46,3/12/2024 12:53,0,100,396,1,3/12/2024 12:53,email,EN,5,1,3,5,2,1,1,1,1,1,1,1,1,2,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,i am not familiar with the technology services so maybe better advertising,better advertising/easier access,1,1,1,1,9,4,1,2,2,2,2,2,2,2,2,2027,30100,19,1,-99
3/7/2024 9:06,3/12/2024 12:55,0,100,442162,1,3/12/2024 12:55,email,EN,5,2,3,5,3,2,1,1,3,3,3,4,2,3,1,1,4,2,2,4,2,1,3,3,1,-99,3,3,3,4,2,2,2,3,2,3,4,4,3,4,4,4,3,-99,-99,4,4,-99,-99,4,4,4,4,2,2,4,4,4,2,2,4,4,I am not sure if this applies but better Wifi. ,"Not sure, I feel pretty satisfied when I need help from the Library.",2,1,2,2,4,4,2,3,3,2,2,2,2,2,3,2024,40200,21,1,-99
3/12/2024 8:23,3/12/2024 12:56,0,100,16382,1,3/12/2024 12:56,email,EN,5,3,3,4,3,3,4,3,2,3,2,4,2,3,1,2,4,2,3,4,2,2,3,3,3,3,2,3,3,3,-99,3,3,3,-99,-99,4,3,3,4,3,4,3,3,-99,4,3,3,3,4,4,4,4,3,4,4,-99,-99,4,3,4,4,-99,-99,2,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2027,-99,18,1,-99
3/12/2024 12:55,3/12/2024 12:58,0,100,191,1,3/12/2024 12:58,email,EN,5,4,3,5,3,1,1,1,1,1,1,3,1,3,1,1,4,4,4,4,2,3,2,1,1,1,1,1,1,2,2,2,4,4,3,3,4,4,3,3,3,3,3,3,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,2,2,4,-99,-99,-99,2,1,1,2,3,4,3,3,3,-99,-99,-99,-99,-99,-99,2027,50300,18,1,-99
3/12/2024 11:17,3/12/2024 13:17,0,100,7172,1,3/12/2024 13:17,email,EN,5,5,3,5,5,2,2,1,3,1,2,4,2,2,1,2,3,3,3,3,4,4,2,2,-99,2,2,2,2,3,3,2,2,2,2,2,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,-99,4,4,4,4,4,3,3,4,4,-99,-99,2,1,1,3,3,3,4,2,4,3,2,2,3,3,3,2026,30100,19,0,-99
3/12/2024 10:39,3/12/2024 13:21,0,100,9748,1,3/12/2024 13:21,email,EN,5,1,2,4,1,3,1,2,2,2,1,4,2,4,1,1,4,4,4,4,1,1,4,4,1,3,3,4,1,4,4,4,4,4,1,1,1,1,3,4,4,4,4,-99,-99,4,4,-99,-99,4,4,2,4,4,4,4,-99,-99,-99,-99,4,4,-99,-99,2,2,2,1,9,4,1,3,3,1,2,2,2,3,4,2026,50300,20,1,-99
2/27/2024 12:25,2/27/2024 12:30,0,41,313,0,3/12/2024 13:30,anonymous,EN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,
3/12/2024 13:33,3/12/2024 13:42,0,100,532,1,3/12/2024 13:42,email,EN,5,5,5,5,3,2,1,1,1,1,3,1,1,4,1,2,4,4,4,4,2,2,2,2,1,1,1,3,1,4,2,1,4,4,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,-99,-99,4,4,4,4,4,4,3,I would like to be able to check out some things for more than the time frame given in most circumstances. For example I'm working on my Independent project for Art700 and I'm using a projector. I constantly have to be checking it out. ,-99,4,4,4,1,4,5,3,4,4,3,3,1,4,4,1,2025,40200,20,0,-99
3/12/2024 13:39,3/12/2024 13:42,0,100,188,1,3/12/2024 13:42,email,EN,5,1,5,5,1,1,1,1,3,1,1,1,2,3,1,1,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,2,2,2,2,9,4,2,1,1,2,2,4,2,2,4,2024,30100,21,0,-99
3/7/2024 11:56,3/12/2024 13:47,0,100,435070,1,3/12/2024 13:47,email,EN,5,-99,-99,-99,-99,-99,-99,-99,3,-99,2,3,1,5,1,3,4,-99,4,4,2,-99,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,-99,4,3,3,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,3,-99,-99,2,2,2,2,3,3,2,2,3,4,3,3,2,3,2,2026,30100,23,1,-99
3/12/2024 14:16,3/12/2024 14:24,0,100,489,1,3/12/2024 14:24,email,EN,5,2,4,4,1,1,1,1,1,1,1,3,1,3,1,1,4,3,4,4,-99,-99,4,4,4,4,4,-99,4,4,4,4,4,-99,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,"I think the library is an important source of books for class, but maybe the library could make a section on their site for the enjoyment of students. For example, fiction, fantasy or mystery novels. ",2,2,2,2,9,3,1,2,3,2,3,3,2,2,2,2027,50300,19,1,-99
3/12/2024 14:29,3/12/2024 14:36,0,100,374,1,3/12/2024 14:36,email,EN,5,3,3,5,1,2,2,1,2,1,1,2,1,3,1,1,4,3,2,4,1,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,4,4,2,4,4,4,4,-99,-99,3,3,4,3,4,3,3,3,-99,-99,4,-99,-99,2,2,4,4,"My wireless data does not work here, therefore I am reliant on wifi all across campus. There are random dead spots at times that can be frustrating on phone calls and other online activities.",N/A,3,1,2,1,9,4,1,2,4,2,2,2,4,4,1,2026,50300,19,1,-99
3/12/2024 14:37,3/12/2024 14:41,0,100,240,1,3/12/2024 14:41,email,EN,5,3,5,5,4,2,1,1,1,1,2,2,1,2,1,1,4,3,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,I don't have much use for them. But I like that they are available. Maybe spreading more information because I don't know what we really have.,I am happy with the library services.,2,1,1,2,3,5,2,2,2,2,3,3,3,3,1,2025,100800,20,1,-99
3/12/2024 14:42,3/12/2024 14:51,0,100,567,1,3/12/2024 14:51,email,EN,5,4,4,5,3,1,1,1,1,1,1,1,1,4,2,4,4,3,3,3,2,3,2,2,2,2,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,"Integrate AI-driven support from IT and DLINQ for personalized, real-time assistance in classroom settings.",Always advertise the benefits of each place or each link,4,4,4,3,4,4,4,3,3,2,2,2,2,2,2,2026,10200,19,1,-99
3/12/2024 14:50,3/12/2024 14:54,0,100,263,1,3/12/2024 14:54,email,EN,5,3,4,5,1,4,3,1,2,2,4,4,1,2,1,1,4,3,4,4,2,2,3,-99,4,3,2,3,4,4,2,2,2,3,-99,-99,4,4,3,4,4,4,4,-99,-99,4,4,4,4,4,4,3,4,4,4,4,-99,-99,3,3,4,3,"most of the time, ILL services are prompt and I appreciate that. however, sometimes it can take a few days to get access to articles, which is difficult for time sensitive assignments",-99,3,2,1,1,5,4,2,1,1,1,1,1,1,1,2,2025,50300,21,1,-99
3/12/2024 14:51,3/12/2024 14:56,0,100,276,1,3/12/2024 14:56,email,EN,5,2,4,5,1,2,2,2,1,2,1,2,2,2,1,2,4,4,4,4,1,1,2,2,2,2,2,2,3,3,3,3,3,3,1,2,4,4,3,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,-99,4,4,4,4,4,Unsure,Unsure,2,2,3,1,9,4,1,3,1,1,3,3,4,4,3,2025,10200,22,1,-99
3/12/2024 14:45,3/12/2024 15:01,0,100,954,1,3/12/2024 15:01,email,EN,5,5,5,5,1,2,2,1,3,3,1,3,1,2,1,1,4,4,4,4,1,1,2,2,2,2,3,3,2,3,2,2,4,3,1,1,4,4,3,4,4,4,4,-99,-99,4,3,3,4,4,4,3,4,4,4,3,4,4,4,3,3,4,Perhaps have more accessible or obviously given information on resources that are directly given to students.,Perhaps have more accessible or obviously given information on resources that are directly given to students. Maybe have certain longer hours. ,2,2,1,2,4,4,2,4,2,1,1,1,2,3,3,2027,40200,20,1,-99
3/12/2024 15:11,3/12/2024 15:15,0,100,287,1,3/12/2024 15:15,email,EN,5,2,2,5,3,3,1,1,2,2,1,3,1,3,1,2,4,2,4,4,3,2,4,4,3,3,3,3,3,4,4,4,4,4,2,2,4,4,4,3,3,3,4,4,4,3,3,2,2,4,4,3,4,4,4,4,4,3,3,3,4,3,-99,-99,2,2,2,4,3,4,3,1,3,2,2,2,3,3,3,2024,40200,21,1,-99
3/12/2024 15:23,3/12/2024 15:29,0,100,329,1,3/12/2024 15:29,email,EN,5,4,2,5,5,2,1,1,3,3,5,3,2,4,2,3,4,2,3,4,4,4,2,1,1,2,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,2,-99,-99,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,Integrating Canva (the editing program) into resources made available for students ,-99,2,1,1,2,3,4,4,1,4,1,2,2,4,4,2,2025,50300,21,1,-99
3/12/2024 15:37,3/12/2024 15:43,0,100,323,1,3/12/2024 15:43,email,EN,5,3,3,4,1,1,1,1,1,1,1,2,2,2,1,1,4,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,3,4,4,4,4,2,2,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,3,-99,-99,4,3,-99,2,-99,-99,1,1,1,1,9,3,1,1,3,1,3,2,3,1,2,2025,50300,21,1,-99
3/12/2024 15:11,3/12/2024 15:45,0,100,2090,1,3/12/2024 15:45,email,EN,4,2,1,4,1,2,1,1,3,2,1,2,2,2,1,1,3,1,1,2,1,1,2,2,1,1,4,4,2,3,3,3,3,3,-99,-99,3,4,3,3,3,2,3,-99,-99,3,-99,-99,-99,3,2,3,3,3,3,3,-99,-99,3,2,3,2,"I dislike that technology is so large a part of our lives now. It is a shame that classes require computers and I wish there were tech-free classes or tech-optional classes offered, where people could escape from their computers for a bit.","Maybe if there was some sort of book club or reading community, more people would want to read library books for fun. ",2,1,1,1,9,4,2,1,1,3,3,2,2,2,2,2025,40200,22,0,-99
3/12/2024 15:50,3/12/2024 15:56,0,100,354,1,3/12/2024 15:56,email,EN,5,2,2,5,2,1,3,3,1,3,3,3,1,2,1,1,4,2,3,4,2,2,2,2,3,3,1,4,3,4,2,2,2,3,-99,3,4,4,3,4,3,4,4,3,3,-99,-99,4,4,-99,4,4,4,-99,-99,4,-99,-99,4,4,4,4,-99,-99,2,2,2,2,3,4,2,1,3,1,2,2,3,3,3,2025,40200,21,1,-99
3/12/2024 15:56,3/12/2024 16:01,0,100,261,1,3/12/2024 16:01,email,EN,5,3,5,5,5,2,1,1,5,1,1,3,1,5,1,1,4,2,4,4,3,1,2,2,1,1,4,3,2,4,1,1,4,4,1,1,4,3,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,4,-99,-99,4,-99,-99,4,4,4,3,-99,-99,2,2,2,2,2,5,4,1,4,3,3,3,2,3,3,2027,40200,19,1,-99
3/12/2024 9:42,3/12/2024 16:09,0,100,23224,1,3/12/2024 16:09,email,EN,5,2,4,4,1,3,2,2,2,2,1,3,2,2,1,1,3,1,4,4,1,1,3,2,3,3,3,3,2,4,2,3,3,2,2,2,4,4,4,4,3,2,4,2,2,4,3,4,4,4,4,4,4,3,3,3,-99,-99,3,3,4,4,"I never know what qualifies as a problem that they can help me with, or who else I should go to. I wish it were more clear the kinds of issues the help desk works with.",-99,2,1,1,2,9,4,2,2,2,2,2,2,3,2,2,2026,50300,20,1,-99
3/12/2024 16:28,3/12/2024 16:33,0,100,300,1,3/12/2024 16:33,email,EN,5,4,4,5,5,1,1,1,1,2,1,2,1,1,1,1,3,3,3,3,3,3,-99,-99,-99,-99,2,4,1,4,-99,-99,4,2,2,1,4,4,4,4,4,4,4,4,4,-99,-99,-99,-99,4,4,-99,4,-99,-99,4,-99,-99,3,4,4,4,-99,-99,2,2,2,2,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3/12/2024 16:30,3/12/2024 16:34,0,100,235,1,3/12/2024 16:34,email,EN,5,5,5,5,2,3,1,1,1,5,3,5,5,5,1,1,4,4,4,3,4,3,4,4,1,1,4,4,1,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,im satisfied ,im satisified ,2,1,1,1,3,5,2,4,4,3,3,3,3,3,4,2025,50300,20,1,-99
3/12/2024 16:44,3/12/2024 16:52,0,100,474,1,3/12/2024 16:52,email,EN,5,3,2,5,2,2,2,1,1,1,1,3,1,3,1,1,4,2,3,4,2,3,2,2,3,1,1,1,1,3,1,1,1,2,1,1,4,4,2,4,4,1,4,3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,4,Easier access when off campus. ,Free coffee would be incredibly helpful. ,1,1,1,1,1,4,2,2,4,3,3,3,3,3,1,2025,100800,21,1,-99
3/12/2024 19:08,3/12/2024 19:11,0,100,173,1,3/12/2024 19:11,email,EN,5,2,3,5,3,3,1,2,1,3,3,3,2,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,3,-99,-99,2,2,2,2,2,3,3,3,3,2,2,3,3,3,3,2027,30100,19,1,-99
3/12/2024 19:23,3/12/2024 19:26,0,100,185,1,3/12/2024 19:26,email,EN,5,4,4,5,3,1,1,1,1,5,1,1,2,4,1,2,4,4,4,4,2,2,2,2,1,1,2,4,1,2,2,2,4,4,1,2,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3/7/2024 12:57,3/12/2024 20:03,0,100,453954,1,3/12/2024 20:03,email,EN,5,4,1,5,2,4,1,1,2,2,2,3,2,2,-99,-99,4,4,-99,4,1,3,4,3,-99,-99,4,4,3,4,3,3,3,4,2,4,4,4,4,3,3,1,3,2,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,-99,-99,2,1,2,1,4,3,2,3,4,2,4,4,1,1,1,2026,10200,21,1,-99
3/12/2024 20:33,3/12/2024 20:37,0,100,224,1,3/12/2024 20:37,email,EN,5,2,5,5,1,3,3,2,2,2,4,4,2,3,3,1,4,2,4,4,1,1,3,3,3,2,3,3,-99,4,3,-99,-99,4,3,3,3,4,4,4,4,2,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,4,-99,4,3,4,4,4,4,4,-99,-99,2,1,2,1,9,4,4,1,1,-99,-99,-99,-99,-99,-99,2027,50300,18,1,-99
3/12/2024 20:36,3/12/2024 20:42,0,100,373,1,3/12/2024 20:42,email,EN,5,4,4,5,4,3,1,1,2,2,1,3,1,2,1,1,4,4,4,4,3,1,2,2,1,1,4,4,1,3,2,2,3,3,1,3,4,4,4,4,4,4,4,4,4,-99,-99,-99,-99,4,4,-99,4,-99,-99,-99,-99,-99,4,4,4,4,Force all faculty to use Canvas.,"I love seeing stuff presented in the Library lobby, keep that up.",3,1,1,4,1,4,3,1,2,1,1,1,1,1,2,2026,30100,20,1,"Please give us an incentive next time haha, I don't mind doing this but I promise you'll get a way better response rate if you like offer 5 bucks or something"
3/12/2024 16:24,3/12/2024 22:57,0,100,23599,1,3/12/2024 22:57,email,EN,5,3,3,4,3,1,1,1,1,1,1,3,1,2,1,1,4,3,3,3,2,1,2,-99,-99,-99,-99,3,-99,3,1,1,1,3,-99,-99,-99,4,2,3,2,2,4,2,-99,-99,-99,-99,-99,-99,-99,-99,3,2,-99,4,-99,-99,2,3,3,3,-99,-99,2,1,1,2,2,3,2,1,2,1,1,1,1,1,2,2025,50300,20,1,-99
3/13/2024 1:11,3/13/2024 1:18,0,100,382,1,3/13/2024 1:18,email,EN,5,5,5,5,1,4,1,1,2,2,3,3,1,1,1,1,4,4,4,4,1,1,2,4,2,2,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,Ability to zoom with tech desk if away from campus ,Nothing! Lots of good resources ,4,4,2,1,9,5,1,1,1,1,1,1,3,3,1,2026,40200,20,1,-99
3/13/2024 8:05,3/13/2024 8:13,0,100,476,1,3/13/2024 8:13,email,EN,5,4,4,4,4,3,1,1,1,1,1,4,5,5,3,2,4,4,4,4,4,4,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,N/a,n/a,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,2025,30100,22,1,n/a
3/13/2024 8:52,3/13/2024 9:20,0,100,1655,1,3/13/2024 9:20,email,EN,5,4,4,5,1,4,2,3,3,3,3,2,1,4,1,1,4,4,4,4,1,-99,3,3,2,3,2,2,3,2,2,3,3,4,1,2,3,4,3,4,4,4,4,-99,-99,4,4,4,4,-99,4,4,4,-99,4,4,-99,-99,4,4,4,4,-99,-99,3,2,3,2,9,5,2,1,2,3,3,3,3,2,3,2027,40200,18,1,-99
3/12/2024 12:54,3/13/2024 12:58,0,100,86635,1,3/13/2024 12:58,email,EN,5,1,2,5,4,3,1,1,1,1,1,2,1,3,1,1,4,-99,3,4,2,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,3,-99,-99,4,4,2,4,-99,3,4,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,3,-99,-99,2,3,3,-99,-99,-99,1,1,1,1,1,3,3,3,3,2,2,2,4,1,4,2027,100800,18,1,-99
3/13/2024 13:29,3/13/2024 13:35,0,100,330,1,3/13/2024 13:35,email,EN,5,2,2,5,1,1,1,1,1,1,2,2,2,2,1,1,4,1,1,4,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,4,4,2,4,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,4,4,3,-99,4,-99,-99,4,4,-99,3,Possibly a live chat service,NA,2,1,1,2,4,4,2,1,4,3,1,1,1,1,3,2024,30100,22,1,-99
3/13/2024 14:13,3/13/2024 14:18,0,100,288,1,3/13/2024 14:18,email,EN,5,5,5,5,3,2,1,1,1,1,1,1,1,3,1,1,4,4,4,4,2,2,2,1,1,1,2,2,2,4,1,1,2,4,1,1,4,4,3,3,3,3,3,3,3,3,3,-99,-99,-99,-99,-99,4,3,3,4,-99,-99,4,-99,4,4,Probably more resources that allow for self-solving ,N/a,1,1,1,1,1,5,2,3,3,3,3,3,4,4,3,2025,50300,21,0,-99
3/13/2024 15:04,3/13/2024 15:08,0,100,271,1,3/13/2024 15:08,email,EN,5,4,4,5,2,3,1,1,1,2,1,3,1,5,1,4,4,4,4,4,1,1,2,3,-99,-99,-99,2,-99,4,3,2,3,4,-99,3,3,3,3,4,4,4,4,4,4,4,4,-99,-99,-99,4,-99,4,4,4,4,-99,4,4,4,4,4,-99,-99,3,3,3,3,2,5,3,3,2,1,1,2,2,2,2,2027,100800,18,1,-99
3/13/2024 15:10,3/13/2024 15:15,0,100,280,1,3/13/2024 15:15,email,EN,5,5,5,5,1,2,2,2,3,1,2,5,2,3,1,1,4,4,4,4,4,4,4,3,4,3,4,-99,4,4,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,3,4,-99,4,4,4,4,4,-99,-99,2,2,2,2,5,4,1,4,2,3,3,3,2,1,1,2027,50300,19,1,-99
3/12/2024 12:37,3/13/2024 16:15,0,100,99460,1,3/13/2024 16:15,email,EN,5,2,4,4,1,2,2,1,2,1,1,3,2,2,1,2,4,-99,3,3,-99,-99,3,3,2,2,3,2,1,3,3,2,2,2,-99,3,4,4,4,4,-99,4,4,-99,-99,4,4,4,4,4,4,-99,4,4,4,4,-99,4,3,3,4,4,-99,-99,2,1,1,1,9,4,1,1,3,2,2,3,2,3,3,2027,30100,19,1,-99
3/13/2024 19:20,3/13/2024 19:31,0,100,629,1,3/13/2024 19:31,email,EN,4,2,2,3,2,2,2,2,1,1,1,3,2,1,1,1,3,2,2,2,1,1,-99,-99,-99,-99,2,2,2,4,3,2,2,2,1,2,4,4,3,4,4,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,3,-99,3,-99,-99,3,3,4,4,-99,-99,3,1,2,3,4,4,4,2,3,3,4,4,3,2,3,2027,40200,19,1,-99
3/14/2024 13:14,3/14/2024 13:34,0,100,1229,1,3/14/2024 13:34,email,EN,5,4,5,4,1,2,2,2,2,2,1,3,2,1,1,1,4,4,4,4,-99,-99,3,3,3,2,2,2,2,4,4,3,3,1,2,2,4,4,4,4,4,4,4,-99,-99,4,4,4,3,3,3,-99,4,4,-99,-99,-99,-99,3,3,4,4,"It has done a great job, in my opinion, I don't have any requests. ",I'm not sure. I don't use many library resources.,3,2,2,3,9,5,1,2,1,2,3,3,2,2,3,2026,40200,19,0,-99
3/15/2024 7:51,3/15/2024 7:55,0,100,284,1,3/15/2024 7:55,email,EN,5,2,5,5,2,2,2,2,2,1,1,1,2,2,1,1,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,-99,-99,2,2,2,2,3,4,3,1,1,3,1,3,1,1,1,2026,10200,20,0,-99
3/15/2024 7:51,3/15/2024 7:57,0,100,350,1,3/15/2024 7:57,email,EN,5,4,4,5,2,1,1,1,1,1,2,2,1,2,1,1,4,4,1,4,1,1,1,2,1,1,1,1,3,3,1,1,1,4,2,1,4,4,2,4,4,1,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,-99,-99,-99,-99,4,Faster inter library loan ,More access to scientific publications so we don’t have to use ILL. ,1,1,1,1,4,3,2,1,1,2,1,1,1,1,4,2025,40200,21,1,-99
3/7/2024 8:58,3/15/2024 7:57,0,100,683908,1,3/15/2024 7:57,email,EN,-99,5,2,5,1,2,1,1,1,3,3,3,2,1,1,1,4,4,4,4,1,1,3,2,1,1,2,4,3,3,3,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,I don’t have any comments the help desk has been helpful multiple times ,Maybe make it easier to find all subscriptions we have through the school ,2,2,2,2,9,3,1,1,1,1,1,1,3,3,1,2027,30100,19,1,-99
3/7/2024 7:41,3/15/2024 7:58,0,100,688620,1,3/15/2024 7:58,email,EN,5,3,3,5,3,2,1,1,2,1,1,2,1,1,3,3,4,4,4,4,2,2,3,2,2,2,3,3,3,3,3,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Nothing in particular. I asked for help with a printer before and they were super helpful!,More funding for student laptops. I just think this helps with equity because purchasing a laptop of more difficult for some students than others.,3,3,3,3,3,4,3,1,1,1,1,1,1,1,1,2025,40200,20,1,None.
3/12/2024 7:21,3/15/2024 8:07,0,100,261933,1,3/15/2024 8:07,email,EN,5,4,4,-99,4,1,1,1,1,1,1,1,1,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,East access to computers everywhere ,Single study rooms,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2027,10200,20,1,-99
